2025-11-15 02:17:12 | INFO     | MiningSystem | MINING_CYCLE_COMPLETED | MINING_DATA: Cycle_1 | Capital: 130.08 CHF | Profit: 30.08 CHF
2025-11-15 02:17:12 | INFO     | MiningSystem | PROFIT_CALCULATION | ETH | PROFIT: Algorithm: ethash | Expected: 3440.03 CHF/day
2025-11-15 02:17:12 | INFO     | MiningSystem | RIG_STATUS_UPDATE | RIG: GPU_1 | RTX 4090 | Temp: 72°C | Status: ACTIVE
2025-11-15 18:07:57 | INFO     | MiningSystem | EVENT_TEMPERATURE_OVERHEAT | {"rig_id": "GPU_1", "temperature": 78.5, "max_temp": 75, "severity": "minor", "actions_taken": ["fan_speed_94%"]}
2025-11-16 00:19:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:19:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:19:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:20:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:20:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:20:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:20:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:20:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:20:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:20:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:20:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:20:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:20:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:20:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 140.0, "new_hashrate": 240.0, "efficiency_gain": 140.0}], "efficiency_gain": 140.0}
2025-11-16 00:20:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:20:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:20:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:20:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:20:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:20:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:20:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:21:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:21:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:21:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:21:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:21:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:21:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:21:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:21:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:21:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:21:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:21:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:21:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:21:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:21:45 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:21:46 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:21:46 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:21:46 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:21:46 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:22:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:22:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:22:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:22:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:22:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:22:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:22:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:22:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:22:13 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:22:14 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:22:14 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:22:15 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:22:46 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:22:47 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:22:47 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:22:47 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:22:47 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:22:47 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
2025-11-16 00:23:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:23:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "ASIC_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 318, "efficiency_gain": 169.4915254237288}], "efficiency_gain": 169.4915254237288}
2025-11-16 00:23:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_1", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 320, "efficiency_gain": 166.66666666666669}], "efficiency_gain": 166.66666666666669}
2025-11-16 00:23:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_2", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 310, "efficiency_gain": 181.8181818181818}], "efficiency_gain": 181.8181818181818}
2025-11-16 00:23:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_3", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 300, "efficiency_gain": 200.0}], "efficiency_gain": 200.0}
2025-11-16 00:23:06 | INFO     | MiningSystem | EVENT_THERMAL_OPTIMIZATION | {"rig_id": "GPU_4", "actions_taken": [{"action": "overclock_success", "overclock_amount": 200, "new_hashrate": 208, "efficiency_gain": 2500.0}], "efficiency_gain": 2500.0}
